Place,CountryState,Popularity,Latitude,Longitude
Galleria Vittorio Emanuele II,Italy,Priority,45.46582076,9.189909722
Heddal stave church,Norway,Tier V,59.57952748,9.17622703
"LEGOLAND® Billund Resort",Denmark,Tier I,55.73510446,9.130901973
Schnoor Bremen,Germany,Tier III,53.07282666,8.809658277
Heidelberg Castle,Germany,Tier I,49.41061125,8.715315323
Rhine Falls,Switzerland,Tier I,47.67795029,8.615570949
Zoo Zürich,Switzerland,Tier II,47.38428585,8.574479801
Lindt Home of Chocolate,Switzerland,Tier III,47.31821456,8.551133119
Kunsthaus Zürich,Switzerland,Tier IV,47.37109672,8.549088631
Titlis,Switzerland,Tier V,46.77210242,8.43769618
Titlis Cliff Walk,Switzerland,Tier III,46.77071764,8.426341634
Lion Monument,Switzerland,Tier III,47.05842139,8.310908306
Chapel Bridge,Switzerland,Tier II,47.05164902,8.307533126
Mount Pilatus,Switzerland,Tier V,46.97943722,8.254702798
Black Forest,Germany,Tier V,48.30429308,8.182286871
Jungfraujoch Sphinx Observatory,Switzerland,Tier IV,46.54755493,7.985208421
Trümmelbach Falls,Switzerland,Tier IV,46.56943635,7.914159485
Schilthorn - Piz Gloria,Switzerland,Tier V,46.55723254,7.835191183
Oeschinen Lake,Switzerland,Tier V,46.498456,7.726418488
Europa-Park,Germany,Priority,48.26604077,7.72201833
Cervino Ski Paradise,Switzerland,Tier IV,45.93620198,7.672956197
Matterhorn,Switzerland,Tier V,45.97661332,7.658401378
Cathedral of Bern,Switzerland,Tier V,46.94723903,7.451539117
Colline du Château,France,Tier III,43.6959298,7.279661099
Glacier 3000,Switzerland,Tier IV,46.35391404,7.205674078
Lindt Chocolate Museum,Germany,Tier II,50.93164489,6.963822423
Cologne Cathedral,Germany,Tier I,50.94131891,6.958259944
Nürburgring,Germany,Tier II,50.33277649,6.945034128
Chillon Castle,Switzerland,Tier III,46.41421247,6.927489308
Neuchâtel Castle,Switzerland,Tier V,46.99196008,6.927180341
Aiguille du Midi,France,Tier V,45.87925907,6.88728042
Gasometer,Germany,Tier III,51.49423301,6.870271159
Mont Blanc,Italy,Tier V,45.8335145,6.868522745
The Olympic Museum,Switzerland,Tier IV,46.50872038,6.634072833
Groninger Museum,Netherlands,Tier IV,53.21227026,6.566024448
Verdon Gorge,France,Tier V,43.754826,6.375633692
Pulpit Rock,Norway,Tier V,58.98641266,6.190428312
Jet d'Eau de Genève,Switzerland,Tier III,46.20738382,6.155897549
Musée d'Art et d'Histoire,Switzerland,Tier V,46.19924931,6.151413139
Casemates du Bock,Hungary,Tier IV,49.61179617,6.136582008
Aachen Cathedral,Germany,Tier III,50.77471962,6.08391317
Besançon Citadel,France,Tier IV,47.23197104,6.031733656
Abbaye Notre-Dame de Sénanque,France,Tier IV,43.92800661,5.186766922
Verzetsmuseum Amsterdam - Museum of WWII Resistance,Netherlands,Tier V,52.36783961,4.912758165
Rembrandt House Museum,Netherlands,Tier III,52.36939233,4.901176073
Madame Tussauds Amsterdam,Netherlands,Tier II,52.37259371,4.892574569
Magna Plaza,Netherlands,Tier IV,52.37362143,4.89045678
Begijnhof,Netherlands,Tier IV,52.36948561,4.890341135
Rijksmuseum,Netherlands,Priority,52.36008926,4.885733792
Anne Frank House,Netherlands,Tier I,52.37525069,4.883991183
Van Gogh Museum,Netherlands,Priority,52.35819356,4.882106534
Stedelijk Museum Amsterdam,Netherlands,Tier III,52.35802393,4.879750103
Vondelpark,Netherlands,Tier I,52.35811247,4.869174122
Musée des Beaux-Arts,France,Tier IV,45.76755991,4.83330894
Palais des Papes,France,Tier I,43.95087457,4.807683319
Keukenhof,Netherlands,Tier I,52.26972167,4.546916285
Pont du Gard,France,Tier II,43.94756594,4.534946527
Art Depot Museum Boijmans Van Beuningen,Netherlands,Tier V,51.91382391,4.471003487
Van Nelle Factory BV,Netherlands,Tier V,51.92323264,4.433438969
Rubenshuis,Belgium,Tier IV,51.21687584,4.409982476
Royal Gallery of Saint Hubert,Belgium,Tier II,50.84808473,4.355249802
Atomium,Belgium,Priority,50.89489749,4.341490147
Mauritshuis,Netherlands,Tier III,52.08043146,4.314312329
Musée Fabre,France,Tier V,43.61179503,3.880174748
Lekki Conservation Centre,Nigeria,Tier III,6.441496865,3.535749542
Groeninge Museum,Belgium,Tier V,51.20520708,3.226655932
Aire du viaduc de Millau,France,Tier IV,44.09537363,3.022784057
Palace of the Kings of Majorca,France,Tier IV,42.69399562,2.893878112
Disneyland Paris,France,Priority,48.86739985,2.78360126
Château de Fontainebleau,France,Tier II,48.40210887,2.699488192
Cimetière du Père-Lachaise,France,Tier V,48.8614926,2.393448845
The Centre Pompidou,France,Tier I,48.86065477,2.352226048
Notre-Dame Cathedral of Paris,France,Tier I,48.8530016,2.34986434
Panthéon,France,Tier I,48.8462152,2.34635891
Sainte-Chapelle,France,Tier II,48.85540228,2.344919024
Louvre Museum,France,Priority,48.86061119,2.337607626
Jardin du Luxembourg,France,Priority,48.84660027,2.336323744
Catacombs of Paris,France,Tier IV,48.83393722,2.332361323
Galeries Lafayette Haussmann,France,Tier I,48.87361172,2.332093935
Tuileries Garden,France,Priority,48.8635127,2.327481543
Musée d'Orsay,France,Priority,48.85996829,2.326573786
Musée Rodin,France,Tier III,48.85529133,2.315808322
Arc de Triomphe,France,Priority,48.87379023,2.295025408
Eiffel Tower,France,Priority,48.85834003,2.29438159
Basílica de Santa Maria del Mar,Spain,Tier II,41.38387867,2.182066828
Palau de la Música Catalana,Spain,Tier I,41.38759106,2.175252351
Basílica de la Sagrada Família,Spain,Priority,41.40360849,2.174284352
Mercat de la Boqueria,Spain,Priority,41.38175587,2.171559463
Casa Batlló,Spain,Priority,41.39169394,2.164866638
La Pedrera - Casa Milà,Spain,Priority,41.39521136,2.161892217
Museu Nacional d'Art de Catalunya,Spain,Tier II,41.36845834,2.153563703
Magic Fountain of Montjuïc,Spain,Tier I,41.37113546,2.1517546
Palace of Versailles,France,Priority,48.80487183,2.120296456
Cathédrale Ste-Croix,France,Tier IV,47.9017746,1.910216642
Maison et Jardins de Claude Monet,France,Tier III,49.0753801,1.5337103
Château de Chambord,France,Tier I,47.61584508,1.51689293
Cité de l'Espace,France,Tier IV,43.58670484,1.493946792
Ibiza,Spain,Tier V,39.02362402,1.481276982
Saint-Etienne Cathedral,France,Tier V,43.59977541,1.450574189
Museum Sint-Janshospitaal,France,Tier V,43.59993158,1.45048386
Place du Capitole,France,Tier II,43.60442776,1.443346263
Couvent des Jacobins,France,Tier IV,43.60343258,1.44038898
Château Gaillard,France,Tier V,49.23802675,1.403419749
Turner Contemporary,UK,Tier V,51.39113445,1.381957613
Musée aeroscopia,France,Tier III,43.6598288,1.359618301
Royal Château of Blois,France,Tier III,47.58571886,1.330695047
Dover Castle,UK,Tier III,51.12877102,1.323365833
Château de Beynac,France,Tier III,44.84045869,1.145950877
Château du Clos Lucé,France,Tier III,47.41024807,0.9921587914
Leeds Castle,UK,Tier III,51.24872928,0.629795852
Sandringham Estate,UK,Tier IV,52.82968991,0.5124907748
Atlas Mountains,Algeria,Tier V,35.19404905,0.2830083404
Falaise d'Aval,France,Tier III,49.70728303,0.1935844551
The Fitzwilliam Museum,UK,Tier IV,52.20021986,0.119509154
Chartwell,UK,Tier IV,51.24431284,0.08322951296
Eltham Palace,UK,Tier V,51.44702936,0.04848489492
Tottenham Hotspur Stadium,UK,Tier III,51.60423355,-0.06618692677
Tower Bridge,UK,Priority,51.50548195,-0.07553966511
Tower of London,UK,Priority,51.50809306,-0.07598981431
Barbican Centre,UK,Tier V,51.52018481,-0.09379624228
St. Paul's Cathedral,UK,Tier I,51.51383329,-0.0983506499
Imperial War Museum,UK,Tier II,51.49506761,-0.1099263153
The Postal Museum,Hungary,Tier V,51.5247386,-0.1139099003
National Theatre,UK,Tier IV,51.50721523,-0.1143735518
Sir John Soane's Museum,UK,Tier V,51.5169988,-0.1174487856
London Eye,UK,Priority,51.50317636,-0.1195014391
Big Ben,UK,Tier I,51.5007368,-0.124641866
Palace of Westminster,UK,Tier V,51.49947943,-0.1248824276
Westminster Abbey,UK,Tier II,51.49939155,-0.1269311682
The British Museum,UK,Priority,51.51940043,-0.1269569229
Tate Britain,UK,Tier III,51.49108829,-0.1278203754
Trafalgar Square,UK,Priority,51.5080398,-0.1280613117
National Portrait Gallery,UK,Tier III,51.50943015,-0.1281415249
The National Gallery,UK,Tier I,51.50893858,-0.1282726937
Royal Pavilion,UK,Tier III,50.82235153,-0.137672388
Buckingham Palace,UK,Priority,51.5013575,-0.1419080775
Camden Market,UK,Priority,51.54141892,-0.1465175261
The Wallace Collection,UK,Tier IV,51.51731831,-0.1530945064
Madame Tussauds London,UK,Tier I,51.52325053,-0.1539028495
Hyde Park,UK,Priority,51.50856309,-0.1608837946
Hampstead Heath,UK,Tier III,51.56082278,-0.1629366619
Harrods,UK,Priority,51.49939572,-0.1632350012
Kenwood House,UK,Tier V,51.57138634,-0.1674600174
Mayfield Lavender Farm,UK,Tier V,51.3342259,-0.1681569645
Victoria and Albert Museum,UK,Tier I,51.49663267,-0.1721591834
Science Museum,UK,Tier I,51.49764603,-0.1757839675
Natural History Museum,UK,Tier II,51.49673375,-0.1763690336
The Albert Memorial,UK,Tier V,51.50237799,-0.1777047329
Kensington Palace,UK,Tier II,51.50498887,-0.1876835612
Portobello Road Market,UK,Tier II,51.51702676,-0.2058783969
WWT London Wetland Centre,UK,Tier V,51.47615434,-0.2346668132
"Royal Botanic Gardens, Kew",UK,Tier I,51.4787635,-0.295638454
Hampton Court Palace,UK,Tier II,51.40361911,-0.3377544561
Mémorial de Caen,France,Tier III,49.19740462,-0.384024363
Warner Bros Studio Tour: The Making of Harry Potter,UK,Tier I,51.69013846,-0.4179810806
Cité du Vin,France,Tier II,44.86243253,-0.5506455417
Windsor Castle,UK,Tier I,51.48402755,-0.6038340611
Whitby Abbey,UK,Tier III,54.48834382,-0.6079037295
Windsor Great Park,UK,Tier V,51.42410961,-0.6176342281
Regional Natural Park of the Marais Poitevin,France,Tier III,46.33610592,-0.9021346203
JORVIK Viking Centre,UK,Tier III,53.95744575,-1.080329132
York Minster,UK,Tier III,53.96235396,-1.081886549
National Railway Museum York,UK,Tier II,53.96048289,-1.096343057
La Rochelle Aquarium,France,Tier IV,46.15327344,-1.150630809
Ashmolean Museum,UK,Tier IV,51.75541492,-1.260059855
Mont Saint-Michel,France,Priority,48.63611136,-1.511241185
Mont-Saint-Michel Abbey,France,Tier III,48.63594177,-1.511772952
Les Machines de l'Île,France,Tier II,47.20616519,-1.564442071
Durham Cathedral,UK,Tier IV,54.77321533,-1.576435383
Chatsworth House,UK,Tier III,53.22754797,-1.611418814
Life Science Centre,UK,Tier V,54.96709343,-1.620482401
Stonehenge,UK,Tier I,51.17890215,-1.826178826
Avebury Stone Circle,UK,Tier IV,51.42892284,-1.854906832
The Bowes Museum,UK,Tier V,54.54192957,-1.915703276
Kingston Lacy,UK,Tier IV,50.81097241,-2.03188988
Gloucester Cathedral,UK,Tier IV,51.8673413,-2.246689821
People's History Museum,UK,Tier V,53.48141441,-2.252888496
Science and Industry Museum,UK,Tier III,53.47716094,-2.254643561
Durdle Door,UK,Tier IV,50.62122632,-2.276783709
The Roman Baths,UK,Tier II,51.38108527,-2.359614671
Vindolanda,UK,Tier V,54.99114062,-2.360575025
Brunel's SS Great Britain,UK,Tier IV,51.4491977,-2.608405516
Lake District National Park,UK,Tier II,54.49011309,-2.89265005
Carlisle Castle,UK,Tier V,54.89696829,-2.941772516
Liverpool Cathedral,UK,Tier III,53.39745405,-2.973340452
Maritime Museum,UK,Tier V,53.40137553,-2.992962776
Pontcysyllte Aqueduct,UK,Tier IV,52.97043906,-3.087812153
Rosslyn Chapel,UK,Tier IV,55.85537848,-3.160195126
Wales Millennium Centre,UK,Tier IV,51.46484217,-3.163179527
National Museum Cardiff,UK,Tier IV,51.48570192,-3.176874605
The Royal Yacht Britannia,UK,Tier III,55.98214356,-3.177257022
Cardiff Castle,UK,Tier III,51.48224457,-3.18118645
Principality Stadium,UK,Tier III,51.4782282,-3.182612155
Bute Park,UK,Tier IV,51.4845565,-3.185284237
National Galleries of Scotland: National,UK,Tier III,55.95096032,-3.195606767
Edinburgh Castle,UK,Priority,55.94859484,-3.199922933
Royal Botanic Garden Edinburgh,UK,Tier III,55.96501843,-3.209109503
St. Fagans National Museum of History,UK,Tier III,51.48719756,-3.272373225
The Alhambra,Spain,Priority,37.17607367,-3.588155963
Museo de America,Spain,Tier V,40.43858082,-3.724301268
Stirling Castle,UK,Tier II,56.12291881,-3.945588304
Glasgow Cathedral,UK,Tier IV,55.86312877,-4.233970745
Kelvingrove Art Gallery and Museum,UK,Tier III,55.86859495,-4.290581333
Riverside Museum,UK,Tier III,55.86510301,-4.306208787
Templo Romano,Spain,Tier IV,37.88477524,-4.776401755
Titanic Belfast,Northern Ireland,Tier II,54.60810444,-5.909934127
Botanic Gardens,UK,Tier IV,54.58240259,-5.93252002
The Crown Liquor Saloon,UK,Tier IV,54.59467725,-5.934169138
Ulster Museum,UK,Tier V,54.5824107,-5.935334792
Crumlin Road Gaol Visitor Attraction and Conference Centre,UK,Tier IV,54.60894971,-5.942387098
"National Museum of Ireland, Merrion Street",Ireland,Tier IV,53.3398848,-6.253363208
"National Museum of Ireland, Kildare Street",Ireland,Tier III,53.34022161,-6.254933954
Christ Church Cathedral,Ireland,Tier IV,53.34351001,-6.271138159
Guinness Storehouse,Ireland,Tier III,53.3416727,-6.286719649
Glendalough Cathedral,Ireland,Tier V,53.01057235,-6.327041863
Phoenix Park,Ireland,Tier II,53.35601024,-6.329480679
Carrick-a-Rede - National Trust,UK,Tier IV,55.23955441,-6.332505823
Emerald Park,Ireland,Tier III,53.54529322,-6.459425904
Newgrange,Ireland,Tier V,53.69478806,-6.474998167
Giant’s Causeway,UK,Tier II,55.24079876,-6.511568048
Slane Castle,Ireland,Tier V,53.70960235,-6.561476916
Kilkenny Castle,Ireland,Tier III,52.65046322,-7.249305032
Hassan II Mosque,Morocco,Tier II,33.60819123,-7.632682092
Chapel of Bones (Évora),Portugal,Tier III,38.56878248,-7.908853333
Faro Cathedral,Portugal,Tier V,37.01329425,-7.934959794
Bahia Palace,Morocco,Tier III,31.62171183,-7.981972233
Jemaa el-Fnaa,Morocco,Tier II,31.62596807,-7.98905446
BABOUCHKA,Morocco,Tier V,31.62198445,-8.000580072
Jardin Majorelle,Morocco,Tier I,31.64122132,-8.003207513
Donegal Castle,Ireland,Tier V,54.65511864,-8.110674028
Convent of Christ,Portugal,Tier III,39.60382815,-8.418715101
Conímbriga Roman Ruins,Portugal,Tier IV,40.09856628,-8.490833224
Cork City Gaol,Ireland,Tier V,51.89946272,-8.499022831
Church of Saint Francis,Portugal,Tier IV,41.14102226,-8.616010449
Parque de Serralves,Portugal,Tier IV,41.15903572,-8.658110431
Sanctuary of Our Lady of Fátima,Portugal,Priority,39.63125481,-8.673175577
Batalha Monastery,Portugal,Tier II,39.65917499,-8.825566696
Monastery of Alcobaça,Portugal,Tier III,39.54823383,-8.979578202
Castelo de São Jorge,Portugal,Tier I,38.71390869,-9.133477604
Buddha Eden,Portugal,Tier II,39.27555451,-9.138489231
Palace Fronteira,Portugal,Tier V,38.74012213,-9.180379054
Jerónimos Monastery,Portugal,Tier I,38.69792447,-9.206724549
National Palace of Sintra,Portugal,Tier I,38.79767862,-9.390616537
National Palace of Pena,Portuguese,Tier I,38.78756595,-9.390637113
Cliffs of Moher,Ireland,Tier IV,52.97152601,-9.430908749
Teide National Park,Spain,Tier II,28.2538881,-16.61823601
Tenerife,Spain,Tier IV,28.3024125,-16.63044256
Vatnajökull National Park,Iceland,Tier V,64.78429816,-17.20910657
African Renaissance Monument,Senegal,Tier IV,14.72218842,-17.49496473
Strokkur Geyser,Iceland,Tier III,64.31270061,-20.30072363
National Museum of Iceland,Iceland,Tier V,64.14160526,-21.94859138
Copacabana Beach,Brazil,Tier IV,-22.9734735,-43.18527148
Arpoador,Brazil,Tier V,-22.98856902,-43.19311045
Ipanema Beach,Brazil,Tier V,-22.98691507,-43.20481629
Christ the Redeemer,Brazil,Priority,-22.95189073,-43.21050334
São Paulo Botanical Garden,Brazil,Tier III,-23.63930683,-46.62730706
Av. Paulista,Brazil,Tier IV,-23.56132496,-46.65650544
Ibirapuera Park,Brazil,Priority,-23.58596403,-46.6584378
Beto Carrero World,Brazil,Priority,-26.79985492,-48.61365266
Mini Mundo,Brazil,Tier II,-29.38430063,-50.87580397
Lago Negro,Brazil,Tier III,-29.39435399,-50.8777677
Iguazu Falls,Argentina,Priority,-25.69525744,-54.43666786
Parque das Aves,Brazil,Tier I,-25.61391072,-54.48256844
Teatro Colón,Argentina,Tier I,-34.60116103,-58.38332969
El Yunque National Forest,Puerto Rico,Tier III,18.29511448,-65.80088141
San Cristóbal Castle,Puerto Rico,Tier IV,18.46736691,-66.11101154
Castillo San Felipe del Morro,Puerto Rico,Tier III,18.47063257,-66.12394368
Saona Island,Dominican Republic,Tier V,18.15439395,-68.68559916
Catedral Primada de las Américas de Santo Domingo,Dominican Republic,Tier V,18.47305264,-69.88407093
San Cristóbal Hill,Chile,Tier V,-33.42023936,-70.63138712
Santa Lucía Hill,Chile,Tier V,-33.44026783,-70.64331623
Museum of Science,USA,Tier III,42.36771369,-71.07097243
Fenway Park,USA,Tier II,42.34668428,-71.09720394
Conway Scenic Railroad,"New Hampshire, USA",Tier IV,44.05198928,-71.12868595
Saqsaywaman,Peru,Tier III,-13.50985557,-71.98168864
Historic Sanctuary of Machu Picchu,Peru,Tier I,-13.16331891,-72.54520937
Torres del Paine National Park,Chile,Tier IV,-50.9423393,-73.40674831
Notre-Dame Basilica of Montreal,Canada,Tier II,45.50456925,-73.55612252
Jardin botanique de Montréal,Canada,Tier II,45.55919424,-73.55772939
Montreal Museum of Fine Arts,Canada,Tier III,45.49848461,-73.57942277
Mount Royal Park,Canada,Tier II,45.50156217,-73.59322444
Saint Joseph's Oratory of Mount Royal,Canada,Tier III,45.49192605,-73.61645595
The Metropolitan Museum of Art,USA,Tier I,40.77943796,-73.96324357
Central Park,USA,Priority,40.78259526,-73.96564833
The Frick Collection,USA,Tier V,40.77110973,-73.96742237
American Museum of Natural History,USA,Tier III,40.7813,-73.97395462
Grand Central Terminal,USA,Tier IV,40.75335237,-73.97685199
Top of The Rock,USA,Tier I,40.75937358,-73.9794294
Empire State Building,USA,Priority,40.74846001,-73.98530634
Times Square,USA,Priority,40.75792669,-73.98555413
Brooklyn Bridge,USA,Tier I,40.70609739,-73.99685924
The High Line,USA,Tier I,40.74799155,-74.00476989
9/11 Memorial & Museum,USA,Tier I,40.71160994,-74.01330544
Castle Clinton National Monument,Germany,Tier III,40.70343677,-74.01680452
Walmart Supercenter,USA,Tier III,40.79299183,-74.04234341
Statue of Liberty,USA,Priority,40.68929025,-74.04456724
Monserrate,Colombia,Tier IV,4.605661357,-74.05556565
Gold Museum,Colombia,Tier II,4.601901428,-74.07208344
Plaza de Bolívar,Colombia,Tier I,4.598234106,-74.07605976
Independence National Historical Park,USA,Tier II,39.94952292,-75.1497545
Walls of Cartagena,Colombia,Tier II,10.42959061,-75.54492682
Colonial Williamsburg,USA,Tier IV,37.26969751,-76.69612565
United States Capitol,USA,Tier V,38.88987677,-77.00910188
National Gallery of Art,USA,Tier III,38.89128821,-77.0199645
National Museum of African American History and Culture,USA,Tier II,38.89105632,-77.03261918
United States Holocaust Memorial Museum,USA,Tier III,38.8867266,-77.03264803
Magic Water Circuit of the Reserve Park,Peru,Tier I,-12.07033694,-77.03304179
National Mall,USA,Priority,38.88751377,-77.03640263
Lincoln Memorial,USA,Tier I,38.88924497,-77.05016212
Larco Museum,Peru,Tier III,-12.07255446,-77.07101891
YS Falls,Jamaica,Tier V,18.15383751,-77.82370983
Niagara Falls,Canada,Priority,43.08796344,-79.08152632
Royal Ontario Museum,Canada,Tier II,43.66769449,-79.39475273
High Park,Canada,Tier II,43.64655554,-79.46370098
National Mattress Outlet Plus+,Canada,Tier V,43.61522802,-79.57809559
The Andy Warhol Museum,USA,Tier V,40.44846357,-80.00252244
Fairchild Tropical Botanic Garden,USA,Tier V,25.67678843,-80.27203542
Playa Varadero,Ecuador,Tier V,-2.723535392,-80.29996292
Kennedy Space Center Visitor Complex,USA,Tier II,28.52188784,-80.68153195
Forsyth Park,USA,Tier III,32.06800798,-81.09577275
Discovery Cove,USA,Tier III,28.40508494,-81.46311306
Universal Islands of Adventure,USA,Priority,28.4716846,-81.47019604
Magic Kingdom Park,USA,Priority,28.41890076,-81.58183558
Henry Ford Museum of American Innovation,USA,Tier II,42.30345547,-83.23421756
Great Smoky Mountains National Park,USA,Tier II,35.61304749,-83.55315342
Cades Cove,USA,Tier V,35.5942566,-83.84186348
"Martin Luther King, Jr. National Historical Park",USA,Tier IV,33.75667076,-84.37318201
High Museum of Art,USA,Tier V,33.79006166,-84.38556956
Playa Norte,Mexico,Tier III,21.26103523,-86.75087726
Museo Maya de Cancún y Zona Arqueológica de San Miguelito,Mexico,Tier IV,21.0738456,-86.77716103
Xcaret Park,Mexico,Priority,20.58091393,-87.11969845
Tulum,Mexico,Tier I,20.21495868,-87.42942573
Griffin Museum of Science and Industry,USA,Tier II,41.78769853,-87.58375374
The Art Institute of Chicago,USA,Tier II,41.87960144,-87.62235731
Millennium Park,USA,Tier I,41.88255042,-87.62254943
The Wrigley Building,USA,Tier V,41.88970427,-87.62459421
Wrigley Field,USA,Tier II,41.94845433,-87.65530451
Chichén Itzá,Mexico,Priority,20.68429489,-88.56777799
Hermann Park,USA,Tier II,29.71358427,-95.38929288
The Menil Collection,USA,Tier V,29.73717468,-95.39743623
The Dallas Arboretum and Botanical Garden,USA,Tier II,32.82361877,-96.71662395
Dallas Museum of Art,USA,Tier III,32.7877048,-96.8010642
Pioneer Plaza,USA,Tier V,32.77663329,-96.80119837
The Sixth Floor Museum at Dealey Plaza,USA,Tier IV,32.77981003,-96.80846771
Oklahoma City National Memorial & Museum,USA,Tier III,35.47316697,-97.51710148
Texas Capitol,USA,Tier V,30.27467416,-97.74038143
McNay Art Museum,USA,Tier V,29.48567882,-98.457092
San Antonio River Walk,USA,Tier II,29.42297194,-98.48603637
The Alamo,USA,Tier I,29.42602265,-98.48618691
National Museum of the Revolution,Mexico,Tier IV,19.43618913,-99.15465557
Museo Nacional de Antropología,Mexico,Tier I,19.42608874,-99.18626925
Denver Art Museum,USA,Tier III,39.7372027,-104.9893256
Confluence Park,USA,Tier V,39.75314816,-105.0130116
Red Rocks Park and Amphitheatre,USA,Tier I,39.66559644,-105.2051402
Puerto Vallarta Malecon,Mexico,Tier I,20.61117781,-105.2346303
Vallarta Botanical Gardens AC,Mexico,Tier V,20.46530947,-105.2920066
Santa Fe Plaza,USA,Tier IV,35.68752366,-105.9385438
Easter Island,Australia,Tier V,-27.11225712,-109.3597195
Rocky Mountains,USA,Tier V,45.16329623,-109.8424772
Yellowstone National Park,USA,Tier II,44.59792123,-110.5612463
Chapel of the Holy Cross,USA,Tier III,34.83199304,-111.7667667
Glacier National Park,USA,Tier III,48.75603522,-113.7796339
The Mob Museum,USA,Tier III,36.17285413,-115.1412612
"The STRAT Hotel, Casino & Tower",USA,Tier I,36.14754611,-115.1565446
MGM Grand,USA,Priority,36.10362083,-115.1676152
Welcome to Fabulous Las Vegas Sign,USA,Tier II,36.08207376,-115.172782
Fountains of Bellagio,USA,Tier I,36.1127186,-115.1739247
Mandalay Bay Beach,USA,Tier I,36.0921929,-115.1748998
Banff National Park,Canada,Tier II,51.49682518,-115.9280559
Moraine Lake,Canada,Tier V,51.32204148,-116.1847117
Zabriskie Point,USA,Tier IV,36.42006426,-116.8122329
San Diego Zoo,USA,Tier I,32.7360353,-117.1509823
USS Midway Museum,USA,Tier I,32.71377098,-117.1751322
Knott's Berry Farm,USA,Tier I,33.84430044,-118.0002209
Griffith Observatory,USA,Tier III,34.11845136,-118.3003863
Universal Studios Hollywood,USA,Priority,34.13707354,-118.3533122
Yosemite National Park,USA,Tier I,37.86510161,-119.5383266
Monterey Bay Aquarium,USA,Tier II,36.6182658,-121.901961
Santa Cruz Beach Boardwalk,USA,Tier II,36.96452125,-122.0166673
The Museum of Flight,USA,Tier III,47.51853811,-122.2968572
Exploratorium,USA,Tier IV,37.80166853,-122.3973489
Coit Tower,USA,Tier III,37.80239504,-122.4058206
City Lights Booksellers & Publishers,USA,Tier V,37.79763035,-122.4066218
PIER 39,USA,Priority,37.80864741,-122.4098439
Alcatraz Island,USA,Tier II,37.82697537,-122.4229551
Mission Dolores Park,USA,Tier III,37.76022716,-122.4267956
California Academy of Sciences,USA,Tier V,37.76986461,-122.4661211
de Young Museum,USA,Tier IV,37.7714857,-122.4686846
Golden Gate Bridge,USA,Tier I,37.81994288,-122.4785805
Golden Gate Park,USA,Tier II,37.76892676,-122.4829888
Tom McCall Waterfront Park,USA,Tier IV,45.52274371,-122.670035
Pioneer Courthouse Square,USA,Tier IV,45.51895499,-122.6792926
Canada Place Cruise Ship Terminal,Canada,Tier V,49.28751045,-123.1128563
Stanley Park,Canada,Tier II,49.30424624,-123.1443451
Shannon Falls Provincial Park,Canada,Tier V,49.66557702,-123.1621759
Santa Claus House,USA,Tier V,64.75494438,-147.3431681
Bora Bora,French Polynesia,Tier V,-16.50285868,-151.7410682
Tropical Farms Macadamia Nut Farm,USA,Tier IV,21.51049679,-157.8514279
